loss,mean_absolute_percentage_error,val_loss,val_mean_absolute_percentage_error
4.368049148438492,3692852.419310281,2.3834924813412353,2924118.836658269
2.1176886382297555,2045536.3163492077,1.813951791776999,2581326.574322558
1.8790597618808598,1913369.5878241097,1.9480278060495444,2761363.553859253
1.7702118449550754,1978019.5251845492,1.8011635587203298,2306559.7278563636
1.6887402359263197,1858659.5069202168,2.413725234347477,2939533.349448124
1.6229172726558554,1939718.4349558298,1.7149032083700204,2543922.614562452
1.5731858171138335,1585957.2925786232,2.503039616793884,2919199.3480487154
1.56205897206916,1755161.3251818928,1.8638674140226117,2668371.642624577
1.5349232893054976,1768047.9845920824,1.8005096050853542,2539843.6375695313
1.5106313390766044,1788898.6899869752,1.762018550772386,2476186.747670084
1.4958626670601372,1801325.3591952962,1.7381403828466007,2375297.880569392
1.4873150350375006,1715579.589590073,1.6530091218380667,2120299.0538533535
1.4821492465754527,1775320.9212119158,1.6166864486286963,2175664.489583252
1.4642674824746913,1733372.6970421341,2.53983501035797,2718409.602575057
1.4693449476412512,1800781.258832155,1.5948227781255266,2296610.8020439935
1.4521312632543613,1874491.7254824846,1.7735442426295256,2504804.8002297725
1.4476867736951178,1840261.1236753222,1.6201187717033794,2027155.1539525778
1.4216928950965055,1644734.5002282332,1.867723389938496,2505400.800544027
1.4184321242335522,1738402.211340588,1.6252244597882024,2170497.5600699293
1.4155446015862825,1817084.041199777,1.5296965603196546,2235238.471962183
1.4122677996639221,1711415.9706361715,1.7846977393355443,2440831.1287220675
1.4070668430876105,1773737.8200163012,1.822633822663901,2540359.188165898
1.3945784976661217,1643778.8313031292,1.6565979832915392,2273009.8222424057
1.3786550660271197,1697274.4177569605,1.545843757628824,2206613.318937755
1.3878678346252298,1731023.763925624,1.5464529962622402,2187000.8643378858
1.3791332286313647,1713599.4886186789,1.5980852607335654,2052176.2002283542
1.3665657468223176,1719481.2078789358,1.9153714299808176,2605976.049891167
1.375080664779927,1732857.0943827857,1.5882533424598815,2282016.1638507093
