loss,mean_absolute_percentage_error,val_loss,val_mean_absolute_percentage_error
2.8149089013699116,1518220.3741910493,1.4777298746014869,2286408.274272073
1.2608074622998362,1438558.1723717914,1.759350642450477,1973150.377109273
1.1531191847397793,1465931.9679378248,1.6044301656488527,2151261.8666281966
1.1249546687589034,1489023.1744434135,1.5003548342419213,2342726.8985886183
1.099968573579981,1583902.2515737785,1.7598508064025824,2433854.0377924214
1.084343696798198,1425841.5962079868,1.9511380286905675,2838496.940174227
1.0721029897684775,1393732.5589807115,1.584925366132658,2472315.1972355093
1.0578700410335518,1339887.9612069158,1.7590817179182066,2506720.6176923774
1.0471836216121366,1440804.658763304,1.6890413777542228,2510194.1711837263
1.0450615262165426,1229429.0919573444,1.5323229910119935,2419524.8053260525
1.039324502717023,1289849.8323195728,1.72495034808639,2572000.5231522685
1.023491435368075,1220728.4056941858,1.455711278735682,2261697.2027496966
1.017074394964798,1183228.204334963,1.5319750281176165,2348414.6751414808
1.0146848357469265,1247550.310785691,1.5603256508721373,2620739.126153456
1.0067439346621578,1364749.0580011911,1.628397244876493,2419984.9267366496
0.9995505243241393,1276609.1443352308,1.6029203759671826,2686219.6089231493
0.9980725610096288,1153351.1303618746,2.052494877938771,2970099.327677892
1.0013067232240425,1275811.2462667872,1.6585611707965235,2710992.3498754455
0.9844955217854052,1276261.5788245779,2.286301026399928,2661925.4640315673
0.9756664963868081,1136911.173745724,1.8507501119059644,2777116.4604934934
0.982577359228172,1232370.0719263598,1.6192369726365319,2561253.3126804307
0.9687624178557952,1270179.9121707014,1.5394870473209556,2631552.860450345
0.9591796478003561,1052533.1824948506,1.525773601549099,2267589.209012882
0.9616571125913472,1289095.0017015669,1.92950037707478,2887040.244629098
0.9523264507749187,1214851.066702414,1.643947864341907,2513719.3620889764
0.9528941639470127,1215672.057747109,1.6306232777748713,2656621.558717614
0.945593447760015,1161239.980746049,1.5357769220987194,2446072.5687052263
0.9402656372747056,1115728.143395132,1.8483679739615178,2546244.4051049175
0.9272764008143843,1213620.2158199393,1.667534163780566,2365225.950655637
0.9256862513446501,1138813.8835266938,1.5716707610171103,2371698.3590489877
0.9268596150007767,1046744.5099485661,1.639995338172924,2730316.2916722666
0.9192798441994197,1282476.8513638186,1.698661047792563,2568469.2390928552
0.9155951800743664,1210965.31543528,1.5765009027664225,2643895.492633006
0.911772968209175,1183129.2003702004,1.5168537426736588,2570536.3643099423
0.9121150905032386,1058348.8179282357,1.6697723044630228,2488949.547443423
0.904973268486389,1165890.0862140781,1.5455629707916105,2463114.6558433897
0.8959320138583173,1052092.4916449755,1.6241498344357486,2412612.1298302556
0.899941578656632,1035618.0299479032,1.594715443978294,2794699.1125357808
0.8942634661166582,1040681.8717610777,1.5356199031741968,2440328.7698874124
0.8918011069365357,1030067.0007099604,1.5571237138171343,2384100.189448921
0.8811557103077226,975664.2927862903,1.575966195221472,2412508.0577625
0.8856080178837908,1231857.4176876342,1.6147812202309835,2622668.1341165444
0.8824302028127728,1088598.2413168554,1.6431398694828319,2313685.6066394704
0.876838408817354,1106051.7597995847,1.8394169963622142,2728094.693927661
0.8738044205762343,941240.1575340733,1.684004021090303,2365142.4216762297
0.8691102543333044,1014017.44867016,1.6425747520510678,2075185.619082098
0.8667679208675855,987484.2096524695,1.7508606211781823,2283595.677357586
0.8637999662171909,934423.9297008719,1.613319198991808,2970166.340408802
0.8528196353352004,926074.3733044842,1.6314954739860743,2481578.326745314
0.8553524384556253,807103.3416236317,1.5783999115273226,2581573.221631912
0.8526014681689437,956628.020691016,1.5691089264974956,2637459.1571213463
0.847197936001469,887251.0194790104,1.724444275732494,2802531.25577531
0.8397855983662421,931404.2957203165,1.9031488984564697,2440057.019992656
0.84211351192225,808540.8601997832,1.872783434309005,2749949.5227377773
0.8365029837128888,901677.9632208121,1.631955048298358,2314695.816369073
0.8387362245979143,814419.8936689922,1.7834575699005446,3372174.399622605
0.8368911285740924,876616.4139744355,1.8425377410862427,2417322.7491874592
0.8298955038006897,846606.6386616266,1.6997040633915643,2921873.127535182
0.8317219830856597,870679.8778755653,1.7608657635652551,2510204.133238178
0.8265586386505291,998523.5113961936,1.694542134268142,2034835.985640836
0.8168250748571997,942979.821397856,1.6038284703995558,2669041.0268012392
0.8182597022391708,639314.4335231669,1.5935811638439839,2684408.4563132264
0.8175556550466472,796004.5039275108,1.627481132219767,2559818.705087765
0.8194360131130042,798562.6691065315,1.7229801983737747,2876814.1912831664
0.8122513774390394,810351.2767363735,1.7601354164953116,2651726.525713917
0.8088863798537327,569203.319294471,1.8275414624329709,2408182.703119185
0.8086139927305888,737335.2594329888,1.5982466003618803,2456550.4346817704
0.8086583804210372,908894.5646961514,1.800038320448382,2828465.4170714095
0.7996582035844502,889595.4440982486,1.625892531682801,2512491.192434559
0.7946186560258374,829231.9783708914,1.7392800448363746,2793777.0879380535
0.7984642316730671,944517.0103597081,1.7209484890981452,2991070.898834861
0.7966347221118301,891834.7549620123,1.759788595628068,2095960.428008255
0.7914837709383998,794606.9088241776,1.755411003579503,1986179.550923002
0.7928131465850605,656619.8895878694,1.6905422444618858,2141945.265481297
0.7900350986841427,754367.6673497082,1.784891678264959,2119714.5344697963
0.7857422168327374,782072.6945307588,1.9937236959478508,2821265.341935418
0.7849230086130027,815475.3558313603,1.6612538966881527,2712596.0880548866
0.7786650311940112,693068.7480094242,1.607712418384763,2477678.6536288224
0.7806324162421054,919176.2122118496,1.8354442066109327,2380157.1649600845
0.770619760709608,609621.236332749,1.6639843701674415,2477276.50003788
0.7731430771308969,661968.5882981064,1.7806801258216103,2708789.439801213
0.7708932261779586,736201.5691017945,2.0025039903781674,2665869.71660127
0.7736300079578852,597184.7804624542,1.7951710370355047,2865754.0762223275
0.7700218894678502,703152.1300193373,1.7276234330084022,2691955.5979537186
0.7609463703670643,611533.479993133,1.7081877144731663,2367274.14414939
0.7612055069598903,554277.6710142521,1.7354059518899099,2553596.4671354713
0.7577190393201575,683230.7342937749,1.680497074426736,2378753.8501304197
0.7568229334398995,626533.1423775987,1.6716774207476617,2386920.033331515
0.7600085516631795,566946.890026814,2.0638407177458684,3453805.123285032
0.759498424697143,672199.4812317522,1.646706068547871,2104068.8817119137
0.7539178831082266,618829.9118370909,1.744987359918451,2814527.9317963487
0.7485198066069276,583035.3895950937,1.9206619876036557,2876852.1633003093
0.7456554671034749,656988.1678640228,1.7908810366779753,2376135.1609214167
0.7429433762407834,619717.036312548,1.8468918366736007,2521231.6907347855
0.7485888471635825,813820.1298213305,2.1544123241511284,2847332.530720121
0.7487646719131491,640501.1504210301,1.8000356243143816,2135347.16950769
0.7446888364737457,739757.6804201871,1.7160975610001017,2356818.2993451618
0.7413621703168068,754288.8511867858,1.8405010730892892,1941913.6424191582
0.7394829113046951,799726.0116204572,1.8751810832969307,2818079.868161089
0.7332810097283053,685073.6766074357,1.9003526499055297,2797314.0950549184
0.7306512489720641,628913.2114297365,1.86691783981483,2481084.115161851
0.7310566821982093,541340.6526163138,1.8084766141604494,2567178.0058337026
0.7310965720183363,716761.8781316438,1.9025320951859466,2447988.744004088
0.7292083954959742,634449.6631407544,1.7213154331210698,1825497.5086792705
0.7298271435432752,555339.4398863977,2.0208855335704587,2941497.5520419325
0.7269719293949488,478386.9092346067,1.6913780788800477,2887747.051413839
0.7281809460175368,564976.4108229694,1.7822546505336094,1830454.150908123
0.7201680080349675,513311.5080617865,1.9567879255467677,3171700.820734344
0.7202778084560083,449000.21338589134,1.8208332973934382,2655618.2471245513
0.7124997140463507,590805.2089060862,1.7990315136637047,2655437.04778282
0.7188854354576062,579313.0022237343,1.918138584903782,1778263.7070779803
0.7167890079188568,608120.255741479,1.9597050997442804,2197008.13568534
0.7156380410683576,499310.9545917536,1.607057620906345,2108427.2995931297
0.7074021738935413,556467.7960500654,1.8511446121385844,2986757.814284945
